Datum Tid (UTC) Lufttemperatur Kvalitet
1965 05 23 6.10909 Y
1965 05 24 9.40909 Y
1965 05 25 8.75417 Y
1965 05 26 8.82917 Y
1965 05 27 10.7136 Y
1965 05 28 9.08636 Y
1965 05 29 7.05 Y
1965 05 30 7.04091 Y
1965 05 31 8.3 Y
1965 06 01 9.50833 Y
1965 06 02 11.0333 Y
1965 06 03 10.425 Y
1965 06 04 10.1792 Y
1965 06 05 12.1875 Y
1965 06 06 14.1773 Y
1965 06 07 12.3682 Y
1965 06 08 12.4625 Y
1965 06 09 12.9833 Y
1965 06 10 17.3583 Y
1965 06 11 16.1625 Y
1965 06 12 11.9792 Y
1965 06 13 11.8773 Y
1965 06 14 11.8091 Y
1965 06 15 14.9958 Y
1965 06 16 17.9542 Y
1965 06 17 18.575 Y
1965 06 18 13.7625 Y
1965 06 19 13.8 Y
1965 06 20 14.3818 Y
1965 06 21 15.2409 Y
1965 06 22 16.6958 Y
1965 06 23 15.825 Y
1965 06 24 15.4625 Y
1965 06 25 15.3 Y
1965 06 26 18.7227 Y
1965 06 27 15.3591 Y
1965 06 28 12.8955 Y
1965 06 29 14.3 Y
1965 06 30 14.0583 Y
1965 07 01 12.375 Y
1965 07 02 11.7083 Y
1965 07 03 12.4 Y
1965 07 04 13.1773 Y
1965 07 05 12.7409 Y
1965 07 06 11.3708 Y
1965 07 07 12.075 Y
1965 07 08 12.5458 Y
1965 07 09 10.9625 Y
1965 07 10 13.1083 Y
1965 07 11 12.4955 Y
1965 07 12 12.8136 Y
1965 07 13 13.8167 Y
1965 07 14 14.6875 Y
1965 07 15 15.2333 Y
1965 07 16 14.5 Y
1965 07 17 13.2708 Y
1965 07 18 14.0909 Y
1965 07 19 15.0364 Y
1965 07 20 15.6417 Y
1965 07 21 17.9917 Y
1965 07 22 17.1625 Y
1965 07 23 15.8417 Y
1965 07 24 14.6375 Y
1965 07 25 15.3364 Y
1965 07 26 14.5409 Y
1965 07 27 14.3917 Y
1965 07 28 14.1083 Y
1965 07 29 14.0167 Y
1965 07 30 14.9292 Y
1965 07 31 14.6458 Y
1965 08 01 14.3 Y
1965 08 02 13.8136 Y
1965 08 03 12.4292 Y
1965 08 04 14.8208 Y
1965 08 05 14.9833 Y
1965 08 06 17.6958 Y
1965 08 07 14.8042 Y
1965 08 08 13.8727 Y
1965 08 09 14.0773 Y
1965 08 10 13.5417 Y
1965 08 11 14.1333 Y
1965 08 12 13.8542 Y
1965 08 13 12.6333 Y
1965 08 14 10.525 Y
1965 08 15 11.4364 Y
1965 08 16 14.0318 Y
1965 08 17 13.7208 Y
1965 08 18 15.6917 Y
1965 08 19 16.4167 Y
1965 08 20 17.1458 Y
1965 08 21 15.5208 Y
1965 08 22 16.6773 Y
1965 08 23 20.2227 Y
1965 08 24 18.3583 Y
1965 08 25 15.3583 Y
1965 08 26 14.5625 Y
1965 08 27 12.525 Y
1965 08 28 12.7208 Y
1965 08 29 13.8636 Y
1965 08 30 12.8409 Y
1965 08 31 11.225 Y
1965 09 01 10.8667 Y
1965 09 02 13.2792 Y
1965 09 03 15.3333 Y
1965 09 04 15.95 Y
1965 09 05 15.6318 Y
1965 09 06 14.3727 Y
1965 09 07 13.2125 Y
1965 09 08 13.475 Y
1965 09 09 13.4417 Y
1965 09 10 11.1417 Y
1965 09 11 11.3375 Y
1965 09 12 12.5773 Y
1965 09 13 11.2091 Y
1965 09 14 12.4833 Y
1965 09 15 10.6375 Y
1965 09 16 11.8375 Y
1965 09 17 13.8167 Y
1965 09 18 14.2 Y
1965 09 19 13.1227 Y
1965 09 20 11.3227 Y
1965 09 21 12.7833 Y
1965 09 22 14.4458 Y
1965 09 23 13.4833 Y
1965 09 24 13.1042 Y
1965 09 25 12.3875 Y
1965 09 26 14.8545 Y
1965 09 27 14.8318 Y
1965 09 28 13.5042 Y
1965 09 29 13.9458 Y
1965 09 30 12.9417 Y
1965 10 01 11.4583 Y
1965 10 02 8.99583 Y
1965 10 03 10.4818 Y
1965 10 04 11.7818 Y
1965 10 05 10.7167 Y
1965 10 06 10.9458 Y
1965 10 07 11.275 Y
1965 10 08 9.55833 Y
1965 10 09 7.34167 Y
1965 10 10 7.02727 Y
1965 10 11 4.93636 Y
1965 10 12 7.14167 Y
1965 10 13 10.5167 Y
1965 10 14 9.2 Y
1965 10 15 10.6667 Y
1965 10 16 9.70833 Y
1965 10 17 8.32273 Y
1965 10 18 8.16364 Y
1965 10 19 7.18333 Y
1965 10 20 6.15 Y
1965 10 21 8.52083 Y
1965 10 22 8.76667 Y
1965 10 23 6.975 Y
1965 10 24 6.05909 Y
1965 10 25 6.25909 Y
1965 10 26 7.625 Y
1965 10 27 7.45833 Y
1965 10 28 11.5083 Y
1965 10 29 10.2417 Y
1965 10 30 9.075 Y
1965 10 31 8.55455 Y
1965 11 01 8.05455 Y
1965 11 02 8.27083 Y
1965 11 03 5.49167 Y
1965 11 04 5.80833 Y
1965 11 05 6.00417 Y
1965 11 06 5.92273 Y
1965 11 07 5.74091 Y
1965 11 08 4.75 Y
1965 11 09 5.70833 Y
1965 11 10 3.77917 Y
1965 11 11 0.408333 Y
1965 11 12 -2.42917 Y
1965 11 13 -4.19167 Y
1965 11 14 -5.44545 Y
1965 11 15 -4.65909 Y
1965 11 16 -5.34583 Y
1965 11 17 -2.54583 Y
1965 11 18 -1.08333 Y
1965 11 19 -4.0125 Y
1965 11 20 -3.0375 Y
1965 11 21 -3.89091 Y
1965 11 22 -3.78182 Y
1965 11 23 -3.20417 Y
1965 11 24 -4.04167 Y
1965 11 25 -0.8125 Y
1965 11 26 1.28333 Y
1965 11 27 1 Y
1965 11 28 -0.190909 Y
1965 11 29 -1.26818 Y
1965 11 30 1.75833 Y
1965 12 01 1.075 Y
1965 12 02 0.916667 Y
1965 12 03 0.341667 Y
1965 12 04 1.9125 Y
1965 12 05 0.681818 Y
1965 12 06 1.51364 Y
1965 12 07 -1.06667 Y
1965 12 08 -0.133333 Y
1965 12 09 1.13333 Y
1965 12 10 2.55833 Y
1965 12 11 1.82917 Y
1965 12 12 -2.75 Y
1965 12 13 -4.13182 Y
1965 12 14 -2.675 Y
1965 12 15 -2.84167 Y
1965 12 16 -2.6375 Y
1965 12 17 -4.66667 Y
1965 12 18 -1.4125 Y
1965 12 19 2.06364 Y
1965 12 20 2.81818 Y
1965 12 21 0.416667 Y
1965 12 22 -2.0125 Y
1965 12 23 0.25 Y
1965 12 24 -0.142105 G
1965 12 25 0.9125 Y
1965 12 26 1.8 Y
1965 12 27 0.945455 Y
1965 12 28 -1.025 Y
1965 12 29 -2.78333 Y
1965 12 30 -3.12917 Y
1965 12 31 -2.62632 G
1966 01 01 -6.42727 Y
1966 01 02 -1.24091 Y
1966 01 03 -3.12273 Y
1966 01 04 -5.1375 Y
1966 01 05 -4.5 Y
1966 01 06 -2.41818 Y
1966 01 07 -3.87273 Y
1966 01 08 -2.69167 Y
1966 01 09 -3.37727 Y
1966 01 10 -3.00454 Y
1966 01 11 -3.475 Y
1966 01 12 -3.23333 Y
1966 01 13 -5.51667 Y
1966 01 14 -4.67917 Y
1966 01 15 -4.72083 Y
1966 01 16 -5.28182 Y
1966 01 17 -5.1 Y
1966 01 18 -3.875 Y
1966 01 19 -9.575 Y
1966 01 20 -12.0542 Y
1966 01 21 -4.96667 Y
1966 01 22 -4.50417 Y
1966 01 23 -2.60455 Y
1966 01 24 -3.01818 Y
1966 01 25 -4.075 Y
1966 01 26 -3.35833 Y
1966 01 27 -3.26667 Y
1966 01 28 -2.62083 Y
1966 01 29 -1.86667 Y
1966 01 30 1.68182 Y
1966 01 31 1.89091 Y
1966 02 01 -3.25833 Y
1966 02 02 -9.725 Y
1966 02 03 -10.5833 Y
1966 02 04 -11.1875 Y
1966 02 05 -7.4625 Y
1966 02 06 -6.3 Y
1966 02 07 -9.01818 Y
1966 02 08 -15.0458 Y
1966 02 09 -13.925 Y
1966 02 10 -8.47917 Y
1966 02 11 -13.9208 Y
1966 02 12 -12.4042 Y
1966 02 13 -9.38636 Y
1966 02 14 -6.66818 Y
1966 02 15 -6.1875 Y
1966 02 16 -7.37083 Y
1966 02 17 -10.0833 Y
1966 02 18 -10.6333 Y
1966 02 19 -10.0375 Y
1966 02 20 -2.17727 Y
1966 02 21 0.413636 Y
1966 02 22 0.141667 Y
1966 02 23 0.6125 Y
1966 02 24 1.21667 Y
1966 02 25 0.429167 Y
1966 02 26 1.225 Y
1966 02 27 2.87273 Y
1966 02 28 2.89091 Y
1966 03 01 0.45 Y
1966 03 02 -0.3625 Y
1966 03 03 2.275 Y
1966 03 04 0.575 Y
1966 03 05 0.1 Y
1966 03 06 1.44545 Y
1966 03 07 2.95909 Y
1966 03 08 3.77917 Y
1966 03 09 1.45417 Y
1966 03 10 0.454167 Y
1966 03 11 1.91667 Y
1966 03 12 -1.775 Y
1966 03 13 -5.53182 Y
1966 03 14 -8.63182 Y
1966 03 15 -5.22083 Y
1966 03 16 -1.24167 Y
1966 03 17 2.975 Y
1966 03 18 -1.57917 Y
1966 03 19 -1.475 Y
1966 03 20 1.39091 Y
1966 03 21 1.4 Y
1966 03 22 0.116667 Y
1966 03 23 0.791667 Y
1966 03 24 1.69167 Y
1966 03 25 -0.104167 Y
1966 03 26 -2.0625 Y
1966 03 27 0.827273 Y
1966 03 28 1.24545 Y
1966 03 29 0.925 Y
1966 03 30 0.85 Y
1966 03 31 1.4625 Y
1966 04 01 3.37083 Y
1966 04 02 5.30833 Y
1966 04 03 6.46818 Y
1966 04 04 4.91818 Y
1966 04 05 5.025 Y
1966 04 06 1.79167 Y
1966 04 07 1.78333 Y
1966 04 08 0.181818 Y
1966 04 09 1.22083 Y
1966 04 10 -0.190909 Y
1966 04 11 -1.81818 Y
1966 04 12 -2.12083 Y
1966 04 13 -2.875 Y
1966 04 14 -3.21667 Y
1966 04 15 -3.80417 Y
1966 04 16 -4.25 Y
1966 04 17 -3.50455 Y
1966 04 18 -4.14545 Y
1966 04 19 -2.49167 Y
1966 04 20 1.33333 Y
1966 04 21 0.783333 Y
1966 04 22 1.31667 Y
1966 04 23 3.5 Y
1966 04 24 5.76364 Y
1966 04 25 4.73182 Y
1966 04 26 3.80417 Y
1966 04 27 2.59167 Y
1966 04 28 6.875 Y
1966 04 29 6.7125 Y
1966 04 30 8.89167 Y
1966 05 01 10.7091 Y
1966 05 02 11.2955 Y
1966 05 03 12.4875 Y
1966 05 04 11.8708 Y
1966 05 05 6.19167 Y
1966 05 06 3.2375 Y
1966 05 07 4.55417 Y
1966 05 08 9.06818 Y
1966 05 09 8.21364 Y
1966 05 10 6.85417 Y
1966 05 11 5.325 Y
1966 05 12 6.8875 Y
1966 05 13 7.90833 Y
1966 05 14 10.2875 Y
1966 05 15 12.9727 Y
1966 05 16 11.8227 Y
1966 05 17 12.4167 Y
1966 05 18 17.3042 Y
1966 05 19 18.4545 Y
1966 05 20 11.8818 Y
1966 05 21 10.4 Y
1966 05 22 10.3273 Y
1966 05 23 11.6682 Y
1966 05 24 10.1375 Y
1966 05 25 9.39167 Y
1966 05 26 8.72083 Y
1966 05 27 7.81667 Y
1966 05 28 5.40417 Y
1966 05 29 5.15455 Y
1966 05 30 7.34091 Y
1966 05 31 7.90417 Y
1966 06 01 12.3208 Y
1966 06 02 8.97083 Y
1966 06 03 10.8167 Y
1966 06 04 11.6583 Y
1966 06 05 16.7864 Y
1966 06 06 16.7227 Y
1966 06 07 13.3083 Y
1966 06 08 13.5708 Y
1966 06 09 14.5667 Y
1966 06 10 17.0583 Y
1966 06 11 17.7958 Y
1966 06 12 18.2 Y
1966 06 13 16.4955 Y
1966 06 14 16.7 Y
1966 06 15 18.175 Y
1966 06 16 18.2917 Y
1966 06 17 19.9125 Y
1966 06 18 20.1292 Y
1966 06 19 20.5727 Y
1966 06 20 20.15 Y
1966 06 21 17.1083 Y
1966 06 22 16.9625 Y
1966 06 23 17.6083 Y
1966 06 24 17.5125 Y
1966 06 25 15.1182 Y
1966 06 26 16.6273 Y
1966 06 27 16.1318 Y
1966 06 28 15.8208 Y
1966 06 29 15.2042 Y
1966 06 30 15.2958 Y
1966 07 01 18.525 Y
1966 07 02 17.1958 Y
1966 07 03 17.6364 Y
1966 07 04 17.0136 Y
1966 07 05 14.5208 Y
1966 07 06 14.7917 Y
1966 07 07 15.1 Y
1966 07 08 15.575 Y
1966 07 09 15.3917 Y
1966 07 10 17.6 Y
1966 07 11 17.9045 Y
1966 07 12 17.2208 Y
1966 07 13 15.9417 Y
1966 07 14 16.6625 Y
1966 07 15 14.6 Y
1966 07 16 15.3083 Y
1966 07 17 15.0864 Y
1966 07 18 16.4682 Y
1966 07 19 17.7542 Y
1966 07 20 20.6583 Y
1966 07 21 21.3875 Y
1966 07 22 21.4417 Y
1966 07 23 22.1125 Y
1966 07 24 20.2045 Y
1966 07 25 22.6136 Y
1966 07 26 18.625 Y
1966 07 27 17.6167 Y
1966 07 28 16.8583 Y
1966 07 29 16.0667 Y
1966 07 30 15.2417 Y
1966 07 31 16.4 Y
1966 08 01 16.4409 Y
1966 08 02 16.9167 Y
1966 08 03 15.8792 Y
1966 08 04 15.2333 Y
1966 08 05 15.8583 Y
1966 08 06 16.475 Y
1966 08 07 15.4636 Y
1966 08 08 17.2091 Y
1966 08 09 16.8292 Y
1966 08 10 17.0167 Y
1966 08 11 17.2292 Y
1966 08 12 16.8333 Y
1966 08 13 17.35 Y
1966 08 14 18.5182 Y
1966 08 15 14.7364 Y
1966 08 16 15.575 Y
1966 08 17 16.6667 Y
1966 08 18 17.7292 Y
1966 08 19 17.4792 Y
1966 08 20 18.1125 Y
1966 08 21 17.0409 Y
1966 08 22 14.9318 Y
1966 08 23 15.0333 Y
1966 08 24 13.0458 Y
1966 08 25 13.7625 Y
1966 08 26 13.2917 Y
1966 08 27 12.6667 Y
1966 08 28 13.8545 Y
1966 08 29 10.7273 Y
1966 08 30 12.2333 Y
1966 08 31 14.4042 Y
1966 09 01 14.8583 Y
1966 09 02 14.3167 Y
1966 09 03 15.3792 Y
1966 09 04 15.0455 Y
1966 09 05 15.5545 Y
1966 09 06 14.6667 Y
1966 09 07 15.325 Y
1966 09 08 13.7458 Y
1966 09 09 9.9375 Y
1966 09 10 9.77917 Y
1966 09 11 13.0909 Y
1966 09 12 13.6727 Y
1966 09 13 14.625 Y
1966 09 14 12.4625 Y
1966 09 15 12.5125 Y
1966 09 16 11.9917 Y
1966 09 17 12.2083 Y
1966 09 18 9.77727 Y
1966 09 19 11.5545 Y
1966 09 20 13.4375 Y
1966 09 21 11.7667 Y
1966 09 22 10.6208 Y
1966 09 23 9.99167 Y
1966 09 24 11.625 Y
1966 09 25 8.53182 Y
1966 09 26 9.44546 Y
1966 09 27 7.3125 Y
1966 09 28 7.0875 Y
1966 09 29 7.9125 Y
1966 09 30 9.64583 Y
1966 10 01 10.0417 Y
1966 10 02 12.6182 Y
1966 10 03 12.5318 Y
1966 10 04 15.1 Y
1966 10 05 8.91667 Y
1966 10 06 5.66667 Y
1966 10 07 9.55833 Y
1966 10 08 12.3917 Y
1966 10 09 9.42727 Y
1966 10 10 4.47727 Y
1966 10 11 7.00833 Y
1966 10 12 7.60833 Y
1966 10 13 6.84583 Y
1966 10 14 5.84583 Y
1966 10 15 8.225 Y
1966 10 16 9.81364 Y
1966 10 17 10.9318 Y
1966 10 18 10.4333 Y
1966 10 19 10.2292 Y
1966 10 20 11.3083 Y
1966 10 21 9.97083 Y
1966 10 22 9.16667 Y
1966 10 23 8.93182 Y
1966 10 24 8.33182 Y
1966 10 25 5.6625 Y
1966 10 26 0.983333 Y
1966 10 27 2.94167 Y
1966 10 28 2.87917 Y
1966 10 29 2.49167 Y
1966 10 30 0.536364 Y
1966 10 31 3.88636 Y
1966 11 01 1.34583 Y
1966 11 02 -0.320833 Y
1966 11 03 0.6875 Y
1966 11 04 5.57917 Y
1966 11 05 8.29545 Y
1966 11 06 8.15 Y
1966 11 07 7.01818 Y
1966 11 08 6.8125 Y
1966 11 09 7.60833 Y
1966 11 10 6.66667 Y
1966 11 11 4.3 Y
1966 11 12 0.279167 Y
1966 11 13 2.2 Y
1966 11 14 4.43182 Y
1966 11 15 2.10833 Y
1966 11 16 1.49583 Y
1966 11 17 4.20417 Y
1966 11 18 2.15833 Y
1966 11 19 3.79583 Y
1966 11 20 3.31364 Y
1966 11 21 3.37727 Y
1966 11 22 3.02083 Y
1966 11 23 2.72083 Y
1966 11 24 1.69167 Y
1966 11 25 1.7125 Y
1966 11 26 2.78333 Y
1966 11 27 4.32727 Y
1966 11 28 5.65 Y
1966 11 29 4.4125 Y
1966 11 30 1.4375 Y
1966 12 01 2.05417 Y
1966 12 02 4.44167 Y
1966 12 03 5.04583 Y
1966 12 04 2.8 Y
1966 12 05 3.59545 Y
1966 12 06 2.9375 Y
1966 12 07 2.67917 Y
1966 12 08 1.04167 Y
1966 12 09 1.36667 Y
1966 12 10 1.4625 Y
1966 12 11 0.5 Y
1966 12 12 0.518182 Y
1966 12 13 -0.529167 Y
1966 12 14 -1.3875 Y
1966 12 15 -2.27083 Y
1966 12 16 -2.87083 Y
1966 12 17 -1.48333 Y
1966 12 18 4.44545 Y
1966 12 19 3.52727 Y
1966 12 20 1.25833 Y
1966 12 21 1.09167 Y
1966 12 22 -0.133333 Y
1966 12 23 -2.49583 Y
1966 12 24 2.29474 G
1966 12 25 0.925 Y
1966 12 26 0.295455 Y
1966 12 27 -0.290909 Y
1966 12 28 -3.1 Y
1966 12 29 1.05833 Y
1966 12 30 2.72917 Y
1966 12 31 2.08421 G
1967 01 01 2.70455 Y
1967 01 02 1.65 Y
1967 01 03 0.554167 Y
1967 01 04 -1.3875 Y
1967 01 05 -2.5125 Y
1967 01 06 -2.09545 Y
1967 01 07 -3.37273 Y
1967 01 08 -3.68182 Y
1967 01 09 -7.39091 Y
1967 01 10 -1.4375 Y
1967 01 11 0.2875 Y
1967 01 12 -5.19167 Y
1967 01 13 -4.225 Y
1967 01 14 0.404167 Y
1967 01 15 -4.66364 Y
1967 01 16 -0.640909 Y
1967 01 17 1.89583 Y
1967 01 18 1.13333 Y
1967 01 19 2.12083 Y
1967 01 20 0.508333 Y
1967 01 21 -2.01667 Y
1967 01 22 -6.22727 Y
1967 01 23 -10.1 Y
1967 01 24 -7.80833 Y
1967 01 25 -3.67083 Y
1967 01 26 -3.50833 Y
1967 01 27 -4.00417 Y
1967 01 28 -3.54167 Y
1967 01 29 -5.05455 Y
1967 01 30 -10.6364 Y
1967 01 31 -6.67083 Y
1967 02 01 -2.68333 Y
1967 02 02 -0.820833 Y
1967 02 03 -0.191667 Y
1967 02 04 1.05417 Y
1967 02 05 0.913636 Y
1967 02 06 3.77273 Y
1967 02 07 1.50417 Y
1967 02 08 -0.766667 Y
1967 02 09 -1.575 Y
1967 02 10 -0.658333 Y
1967 02 11 -0.6 Y
1967 02 12 0.0181818 Y
1967 02 13 -0.481818 Y
1967 02 14 -0.895833 Y
1967 02 15 -0.891667 Y
1967 02 16 -2.12917 Y
1967 02 17 -2.49167 Y
1967 02 18 -0.8 Y
1967 02 19 0.763636 Y
1967 02 20 2.20909 Y
1967 02 21 1.3 Y
1967 02 22 1.97083 Y
1967 02 23 1.71667 Y
1967 02 24 1.14583 Y
1967 02 25 -0.183333 Y
1967 02 26 -0.104545 Y
1967 02 27 1.49091 Y
1967 02 28 2.82083 Y
1967 03 01 2.76667 Y
1967 03 02 2.2875 Y
1967 03 03 1.85 Y
1967 03 04 1.0375 Y
1967 03 05 3.75 Y
1967 03 06 3.88182 Y
1967 03 07 5.16667 Y
1967 03 08 5.2625 Y
1967 03 09 4.83333 Y
1967 03 10 6.47083 Y
1967 03 11 6.39583 Y
1967 03 12 3.69545 Y
1967 03 13 3.89091 Y
1967 03 14 2.88333 Y
1967 03 15 5.35417 Y
1967 03 16 3.48333 Y
1967 03 17 1.85 Y
1967 03 18 2.21667 Y
1967 03 19 2.23636 Y
1967 03 20 1.45909 Y
1967 03 21 5.425 Y
1967 03 22 4.78333 Y
1967 03 23 2.85833 Y
1967 03 24 0.527273 Y
1967 03 25 1.54091 Y
1967 03 26 6.81364 Y
1967 03 27 6.04545 Y
1967 03 28 4.64167 Y
1967 03 29 3.29167 Y
1967 03 30 3.2125 Y
1967 03 31 3.20833 Y
1967 04 01 2.39167 Y
1967 04 02 0.0625 Y
1967 04 03 0.5375 Y
1967 04 04 1.09583 Y
1967 04 05 3.14583 Y
1967 04 06 3.17917 Y
1967 04 07 4.67917 Y
1967 04 08 4.71667 Y
1967 04 09 3.00833 Y
1967 04 10 2.8125 Y
1967 04 11 3.84167 Y
1967 04 12 4.91667 Y
1967 04 13 4.70417 Y
1967 04 14 5.14167 Y
1967 04 15 7.59583 Y
1967 04 16 5.7625 Y
1967 04 17 6.42917 Y
1967 04 18 1.80833 Y
1967 04 19 2.83333 Y
1967 04 20 4.4 Y
1967 04 21 3.175 Y
1967 04 22 1.72083 Y
1967 04 23 2.325 Y
1967 04 24 1.97083 Y
1967 04 25 2.51667 Y
1967 04 26 2.84583 Y
1967 04 27 6.05 Y
1967 04 28 8.57083 Y
1967 04 29 5.74167 Y
1967 04 30 4.61667 Y
1967 05 01 7.39167 Y
1967 05 02 4.19583 Y
1967 05 03 2.67083 Y
1967 05 04 2.89167 Y
1967 05 05 3.45 Y
1967 05 06 3.86667 Y
1967 05 07 5.12917 Y
1967 05 08 5.65417 Y
1967 05 09 5.40833 Y
1967 05 10 9.1375 Y
1967 05 11 9.6625 Y
1967 05 12 13.5917 Y
1967 05 13 15.0542 Y
1967 05 14 15.1458 Y
1967 05 15 9.4 Y
1967 05 16 6.50833 Y
1967 05 17 10.675 Y
1967 05 18 9.45 Y
1967 05 19 7.0375 Y
1967 05 20 8.92917 Y
1967 05 21 11.2875 Y
1967 05 22 10.3125 Y
1967 05 23 11.9667 Y
1967 05 24 9.5875 Y
1967 05 25 10.8708 Y
1967 05 26 11.6583 Y
1967 05 27 7.25 Y
1967 05 28 10.7208 Y
1967 05 29 14.0708 Y
1967 05 30 14.375 Y
1967 05 31 14.8542 Y
1967 06 01 13.8375 Y
1967 06 02 14.1333 Y
1967 06 03 13.5542 Y
1967 06 04 14.375 Y
1967 06 05 10.95 Y
1967 06 06 11.7417 Y
1967 06 07 12.7292 Y
1967 06 08 11.0042 Y
1967 06 09 11.9417 Y
1967 06 10 9.09167 Y
1967 06 11 8.90417 Y
1967 06 12 9.16667 Y
1967 06 13 8.82917 Y
1967 06 14 7.93333 Y
1967 06 15 11.2958 Y
1967 06 16 12.8 Y
1967 06 17 13.2917 Y
1967 06 18 11.5958 Y
1967 06 19 13.4208 Y
1967 06 20 15.2667 Y
1967 06 21 13.1667 Y
1967 06 22 13.3083 Y
1967 06 23 13.3417 Y
1967 06 24 12.9 Y
1967 06 25 13.2417 Y
1967 06 26 17.3625 Y
1967 06 27 16.3375 Y
1967 06 28 13.5458 Y
1967 06 29 14.45 Y
1967 06 30 14.15 Y
1967 07 01 14.0875 Y
1967 07 02 14.1625 Y
1967 07 03 14.7542 Y
1967 07 04 16.2 Y
1967 07 05 14.0917 Y
1967 07 06 14.7458 Y
1967 07 07 15.9208 Y
1967 07 08 17.15 Y
1967 07 09 16.075 Y
1967 07 10 18.6625 Y
1967 07 11 17.825 Y
1967 07 12 15.6917 Y
1967 07 13 15.1792 Y
1967 07 14 14.2833 Y
1967 07 15 14.3 Y
1967 07 16 14.2875 Y
1967 07 17 17.0125 Y
1967 07 18 18.0417 Y
1967 07 19 20.5208 Y
1967 07 20 19.3792 Y
1967 07 21 18.2583 Y
1967 07 22 17.1667 Y
1967 07 23 16.075 Y
1967 07 24 15.8208 Y
1967 07 25 17.5958 Y
1967 07 26 16.3417 Y
1967 07 27 17.625 Y
1967 07 28 21.1333 Y
1967 07 29 20.3708 Y
1967 07 30 16.9875 Y
1967 07 31 18.1208 Y
1967 08 01 19.0958 Y
1967 08 02 19.4042 Y
1967 08 03 23.0583 Y
1967 08 04 18.9708 Y
1967 08 05 15.6875 Y
1967 08 06 17.0542 Y
1967 08 07 16.8083 Y
1967 08 08 15.3583 Y
1967 08 09 15.8125 Y
1967 08 10 18.2583 Y
1967 08 11 19.5458 Y
1967 08 12 17.1792 Y
1967 08 13 18.2708 Y
1967 08 14 16.8333 Y
1967 08 15 16.8417 Y
1967 08 16 15.7958 Y
1967 08 17 16.7458 Y
1967 08 18 16.1583 Y
1967 08 19 15.3792 Y
1967 08 20 14.1875 Y
1967 08 21 14.6375 Y
1967 08 22 15.8333 Y
1967 08 23 15.9167 Y
1967 08 24 15.2542 Y
1967 08 25 15.9625 Y
1967 08 26 14.8958 Y
1967 08 27 15.2167 Y
1967 08 28 14.1792 Y
1967 08 29 14.425 Y
1967 08 30 15.4042 Y
1967 08 31 15.4167 Y
1967 09 01 14.7792 Y
1967 09 02 14.9792 Y
1967 09 03 15.4167 Y
1967 09 04 17.175 Y
1967 09 05 15.8042 Y
1967 09 06 15.5375 Y
1967 09 07 12.0042 Y
1967 09 08 13.0833 Y
1967 09 09 15.0083 Y
1967 09 10 13.775 Y
1967 09 11 13.875 Y
1967 09 12 13.7375 Y
1967 09 13 13.3292 Y
1967 09 14 13.05 Y
1967 09 15 11.6417 Y
1967 09 16 11.4458 Y
1967 09 17 13.2583 Y
1967 09 18 13.7375 Y
1967 09 19 14.4 Y
1967 09 20 14.7917 Y
1967 09 21 12.6292 Y
1967 09 22 12.2208 Y
1967 09 23 12.4125 Y
1967 09 24 11.9917 Y
1967 09 25 11.1208 Y
1967 09 26 12.0333 Y
1967 09 27 12.0083 Y
1967 09 28 10.8375 Y
1967 09 29 11.4292 Y
1967 09 30 12.9333 Y
1967 10 01 13.575 Y
1967 10 02 13.625 Y
1967 10 03 12.4208 Y
1967 10 04 12.8125 Y
1967 10 05 11.3167 Y
1967 10 06 10.4917 Y
1967 10 07 11.2083 Y
1967 10 08 11.75 Y
1967 10 09 8.68333 Y
1967 10 10 10.1458 Y
1967 10 11 10.0167 Y
1967 10 12 12.7958 Y
1967 10 13 13.7125 Y
1967 10 14 11.0292 Y
1967 10 15 11.6458 Y
1967 10 16 9.92083 Y
1967 10 17 9.37917 Y
1967 10 18 4.76667 Y
1967 10 19 7.6 Y
1967 10 20 8.65833 Y
1967 10 21 10.8208 Y
1967 10 22 10.3625 Y
1967 10 23 8.90833 Y
1967 10 24 8.99167 Y
1967 10 25 8.75417 Y
1967 10 26 9.80833 Y
1967 10 27 9.4875 Y
1967 10 28 9.42083 Y
1967 10 29 9.7375 Y
1967 10 30 8.75417 Y
1967 10 31 5.76667 Y
1967 11 01 5.075 Y
1967 11 02 7.52083 Y
1967 11 03 8.6875 Y
1967 11 04 7.475 Y
1967 11 05 8.7125 Y
1967 11 06 9.2625 Y
1967 11 07 6.85 Y
1967 11 08 5.20417 Y
1967 11 09 3.15417 Y
1967 11 10 1.68333 Y
1967 11 11 3.62083 Y
1967 11 12 6.44583 Y
1967 11 13 5.05417 Y
1967 11 14 5.71667 Y
1967 11 15 6.19167 Y
1967 11 16 6.375 Y
1967 11 17 4.8375 Y
1967 11 18 6.80417 Y
1967 11 19 4.19167 Y
1967 11 20 5.28333 Y
1967 11 21 6.55417 Y
1967 11 22 6.67917 Y
1967 11 23 5.00833 Y
1967 11 24 1.8125 Y
1967 11 25 3.09583 Y
1967 11 26 0.833333 Y
1967 11 27 0.3125 Y
1967 11 28 0.629167 Y
1967 11 29 1.31667 Y
1967 11 30 2.80417 Y
1967 12 01 6.27917 Y
1967 12 02 6.34583 Y
1967 12 03 5.48333 Y
1967 12 04 4.10833 Y
1967 12 05 4.32917 Y
1967 12 06 -0.166667 Y
1967 12 07 -0.6125 Y
1967 12 08 -1.48333 Y
