Datum Tid (UTC) Lufttemperatur Kvalitet
1971 03 07 -3.76667 G
1971 03 08 1.4 G
1971 03 09 1.73333 G
1971 03 10 -0.833333 G
1971 03 11 -1.7 G
1971 03 12 -1.66667 G
1971 03 13 3.43333 G
1971 03 14 1.23333 G
1971 03 15 3.23333 G
1971 03 16 2.1 G
1971 03 17 3.96667 G
1971 03 18 4.66667 G
1971 03 19 6.06667 G
1971 03 20 6.26667 G
1971 03 21 4.46667 G
1971 03 22 1.4 G
1971 03 23 -0.133333 G
1971 03 24 0.833333 G
1971 03 25 5.36667 G
1971 03 26 4.36667 G
1971 03 27 2.46667 G
1971 03 28 3.23333 G
1971 03 29 -0.233333 G
1971 03 30 1.98682e-08 G
1971 03 31 2.23333 G
1971 04 01 4.1 G
1971 04 02 7.76667 G
1971 04 03 6.06667 G
1971 04 04 7.03333 G
1971 04 05 3.9 G
1971 04 06 4.6 G
1971 04 07 5.13333 G
1971 04 08 6.9 G
1971 04 09 6.23333 G
1971 04 10 7.63333 G
1971 04 11 6.3 G
1971 04 12 8.9 G
1971 04 13 8.13333 G
1971 04 14 7.8 G
1971 04 15 9.9 G
1971 04 16 9.2 G
1971 04 17 6.83333 G
1971 04 18 7.46667 G
1971 04 19 10.5667 G
1971 04 20 10.8 G
1971 04 21 8.53333 G
1971 04 22 10.7667 G
1971 04 23 6.33333 G
1971 04 24 3.43333 G
1971 04 25 3.76667 G
1971 04 26 2.3 G
1971 04 27 2.26667 G
1971 04 28 4.8 G
1971 04 29 4.63333 G
1971 04 30 5.26667 G
1971 05 01 7.03333 G
1971 05 02 8.03333 G
1971 05 03 10.7 G
1971 05 04 10 G
1971 05 05 8.96667 G
1971 05 06 11.1667 G
1971 05 07 13.5 G
1971 05 08 15 G
1971 05 09 16.3 G
1971 05 10 18.2 G
1971 05 11 17.2667 G
1971 05 12 19.7333 G
1971 05 13 17.6333 G
1971 05 14 16.7667 G
1971 05 15 14.5667 G
1971 05 16 15.3 G
1971 05 17 20.4 G
1971 05 18 18.6 G
1971 05 19 14.0333 G
1971 05 20 13.8667 G
1971 05 21 13.6667 G
1971 05 22 10.0333 G
1971 05 23 8.3 G
1971 05 24 6.3 G
1971 05 25 5.8 G
1971 05 26 8.7 G
1971 05 27 13.2667 G
1971 05 28 14.9667 G
1971 05 29 16.5 G
1971 05 30 14.6 G
1971 05 31 17.5667 G
1971 06 01 21.0333 G
1971 06 02 22.3667 G
1971 06 03 22.1333 G
1971 06 04 22.3333 G
1971 06 05 16.4333 G
1971 06 06 17.4333 G
1971 06 07 19 G
1971 06 08 15.4667 G
1971 06 09 14.0333 G
1971 06 10 14.6333 G
1971 06 11 13 G
1971 06 12 9.36667 G
1971 06 13 15.3333 G
1971 06 14 12.4667 G
1971 06 15 9.7 G
1971 06 16 11.4 G
1971 06 17 11.3667 G
1971 06 18 11.2667 G
1971 06 19 11.6 G
1971 06 20 12.6333 G
1971 06 21 13.4 G
1971 06 22 10.6667 G
1971 06 23 14.8 G
1971 06 24 14 G
1971 06 25 16.8667 G
1971 06 26 19.0333 G
1971 06 27 14.8333 G
1971 06 28 15 G
1971 06 29 14.7333 G
1971 06 30 14.7667 G
1971 07 01 18.6333 G
1971 07 02 17.3333 G
1971 07 03 20.3667 G
1971 07 04 21.1667 G
1971 07 05 20.2333 G
1971 07 06 19.9 G
1971 07 07 21.3 G
1971 07 08 22.4 G
1971 07 09 22.9333 G
1971 07 10 21.5333 G
1971 07 11 19.6667 G
1971 07 12 17.6667 G
1971 07 13 16.5667 G
1971 07 14 14.6333 G
1971 07 15 14.4 G
1971 07 16 13.7667 G
1971 07 17 12.2 G
1971 07 18 15.1 G
1971 07 19 13.7 G
1971 07 20 15.4 G
1971 07 21 15.9667 G
1971 07 22 16.5 G
1971 07 23 18.0667 G
1971 07 24 20.8333 G
1971 07 25 22.5667 G
1971 07 26 19.6667 G
1971 07 27 21.3 G
1971 07 28 20.5 G
1971 07 29 21.2667 G
1971 07 30 18.5667 G
1971 07 31 20.5333 G
1971 08 01 20.5 G
1971 08 02 21 G
1971 08 03 21.5667 G
1971 08 04 19.9 G
1971 08 05 20.3333 G
1971 08 06 21.5333 G
1971 08 07 19.7667 G
1971 08 08 17.7333 G
1971 08 09 15.6 G
1971 08 10 14.2 G
1971 08 11 17.1667 G
1971 08 12 15.9667 G
1971 08 13 14.9667 G
1971 08 14 19 G
1971 08 15 17.1667 G
1971 08 16 15.2 G
1971 08 17 16.5667 G
1971 08 18 17.3 G
1971 08 19 19.6 G
1971 08 20 22.4667 G
1971 08 21 23.9333 G
1971 08 22 17.0667 G
1971 08 23 14.7667 G
1971 08 24 14.7667 G
1971 08 25 15.7333 G
1971 08 26 16.9333 G
1971 08 27 16.9667 G
1971 08 28 15.2667 G
1971 08 29 16.2333 G
1971 08 30 16.8333 G
1971 08 31 14.3667 G
1971 09 01 14.8667 G
1971 09 02 15.5667 G
1971 09 03 15.5 G
1971 09 04 13.9667 G
1971 09 05 12.9 G
1971 09 06 13.2667 G
1971 09 07 14.0667 G
1971 09 08 14.4667 G
1971 09 09 11.5667 G
1971 09 10 11.5667 G
1971 09 11 12.6 G
1971 09 12 13.2 G
1971 09 13 10.5 G
1971 09 14 9.76667 G
1971 09 15 8.8 G
1971 09 16 9.63333 G
1971 09 17 11.3333 G
1971 09 18 12.4 G
1971 09 19 12.5333 G
1971 09 20 13.8667 G
1971 09 21 12.5 G
1971 09 22 12.7667 G
1971 09 23 13.3667 G
1971 09 24 13.8 G
1971 09 25 10.9667 G
1971 09 26 11.3667 G
1971 09 27 10.5 G
1971 09 28 12.1 G
1971 09 29 11.7 G
1971 09 30 11.7667 G
1971 10 01 14.8 G
1971 10 02 15.0333 G
1971 10 03 13.7 G
1971 10 04 7.66667 G
1971 10 05 6.33333 G
1971 10 06 9.86667 G
1971 10 07 12.6667 G
1971 10 08 12.0667 G
1971 10 09 12.5 G
1971 10 10 13.3667 G
1971 10 11 14.0667 G
1971 10 12 12.3333 G
1971 10 13 7.3 G
1971 10 14 4.83333 G
1971 10 15 3.6 G
1971 10 16 5.36667 G
1971 10 17 6.2 G
1971 10 18 9.2 G
1971 10 19 12.2333 G
1971 10 20 9.63333 G
1971 10 21 9.66667 G
1971 10 22 12.6333 G
1971 10 23 8.36667 G
1971 10 24 10.9 G
1971 10 25 8.73333 G
1971 10 26 7.16667 G
1971 10 27 7.33333 G
1971 10 28 6.83333 G
1971 10 29 6.63333 G
1971 10 30 5.53333 G
1971 10 31 7.2 G
1971 11 01 10.3 G
1971 11 02 10.9667 G
1971 11 03 9.86667 G
1971 11 04 10.7667 G
1971 11 05 8.93333 G
1971 11 06 9.2 G
1971 11 07 5.9 G
1971 11 08 6.4 G
1971 11 09 4.53333 G
1971 11 10 1.98682e-08 G
1971 11 11 4.23333 G
1971 11 12 4.33333 G
1971 11 13 3.6 G
1971 11 14 6 G
1971 11 15 9.1 G
1971 11 16 7.06667 G
1971 11 17 2.7 G
1971 11 18 -0.766667 G
1971 11 19 -5.66667 G
1971 11 20 -4.33333 G
1971 11 21 1.4 G
1971 11 22 -1.33333 G
1971 11 23 0.866667 G
1971 11 24 -3.63333 G
1971 11 25 2.53333 G
1971 11 26 2.86667 G
1971 11 27 6.43333 G
1971 11 28 4.96667 G
1971 11 29 4.26667 G
1971 11 30 3.7 G
1971 12 01 3 G
1971 12 02 2.9 G
1971 12 03 1.46667 G
1971 12 04 4.3 G
1971 12 05 7.96667 G
1971 12 06 5.93333 G
1971 12 07 5.86667 G
1971 12 08 0.233333 G
1971 12 09 1.6 G
1971 12 10 4.9 G
1971 12 11 5.36667 G
1971 12 12 2.03333 G
1971 12 13 2.3 G
1971 12 14 4.3 G
1971 12 15 6.26667 G
1971 12 16 7.76667 G
1971 12 17 7.2 G
1971 12 18 4.7 G
1971 12 19 4.76667 G
1971 12 20 6.46667 G
1971 12 21 8 G
1971 12 22 5.16667 G
1971 12 23 3.36667 G
1971 12 24 5.66667 G
1971 12 25 7.96667 G
1971 12 26 5.26667 G
1971 12 27 4.1 G
1971 12 28 -0.2 G
1971 12 29 0.6 G
1971 12 30 0.433333 G
1971 12 31 -1.3 G
1972 01 01 -0.333333 G
1972 01 02 0.2 G
1972 01 03 -0.1 G
1972 01 04 0.4 G
1972 01 05 1.46667 G
1972 01 06 0.166667 G
1972 01 07 -0.0666667 G
1972 01 08 0.366667 G
1972 01 09 -0.866667 G
1972 01 10 -1.3 G
1972 01 11 -0.9 G
1972 01 12 -1.06667 G
1972 01 13 -3.3 G
1972 01 14 -3.43333 G
1972 01 15 -3.4 G
1972 01 16 -6.43333 G
1972 01 17 -6.3 G
1972 01 18 -6.73333 G
1972 01 19 -3.56667 G
1972 01 20 0.833333 G
1972 01 21 -0.0333333 G
1972 01 22 -0.266667 G
1972 01 23 -1.46667 G
1972 01 24 -1.5 G
1972 01 25 -2.03333 G
1972 01 26 -1.3 G
1972 01 27 -0.566667 G
1972 01 28 -5.7 G
1972 01 29 -7.2 G
1972 01 30 -4.76667 G
1972 01 31 -2.46667 G
1972 02 01 -5 G
1972 02 02 -2.96667 G
1972 02 03 -0.7 G
1972 02 04 -1.9 G
1972 02 05 -2.16667 G
1972 02 06 -2.36667 G
1972 02 07 0.833333 G
1972 02 08 0.866667 G
1972 02 09 1.6 G
1972 02 10 0.833333 G
1972 02 11 -0.0666667 G
1972 02 12 0.866667 G
1972 02 13 1.46667 G
1972 02 14 1.36667 G
1972 02 15 1.2 G
1972 02 16 1.4 G
1972 02 17 0.933333 G
1972 02 18 1.43333 G
1972 02 19 0.633333 G
1972 02 20 0.133333 G
1972 02 21 1.63333 G
1972 02 22 1.93333 G
1972 02 23 2.33333 G
1972 02 24 1.36667 G
1972 02 25 1.06667 G
1972 02 26 0.766667 G
1972 02 27 0.333333 G
1972 02 28 -4.96705e-09 G
1972 02 29 0.0333333 G
1972 03 01 0.6 G
1972 03 02 -0.433333 G
1972 03 03 0.1 G
1972 03 04 2.06667 G
1972 03 05 1.83333 G
1972 03 06 1.43333 G
1972 03 07 1.66667 G
1972 03 08 1.7 G
1972 03 09 0.3 G
1972 03 10 -1.53333 G
1972 03 11 -3.16667 G
1972 03 12 -2.03333 G
1972 03 13 -0.233333 G
1972 03 14 1.5 G
1972 03 15 7 G
1972 03 16 7.26667 G
1972 03 17 7.4 G
1972 03 18 4.4 G
1972 03 19 4.83333 G
1972 03 20 8.16667 G
1972 03 21 3.06667 G
1972 03 22 5.8 G
1972 03 23 6.23333 G
1972 03 24 3.4 G
1972 03 25 4.83333 G
1972 03 26 5.9 G
1972 03 27 4.66667 G
1972 03 28 3.1 G
1972 03 29 3.36667 G
1972 03 30 5.43333 G
1972 03 31 3.9 G
1972 04 01 5.23333 G
1972 04 02 3.26667 G
1972 04 03 6.96667 G
1972 04 04 6.2 G
1972 04 05 7.7 G
1972 04 06 7.06667 G
1972 04 07 7.93333 G
1972 04 08 7.7 G
1972 04 09 6.7 G
1972 04 10 6.43333 G
1972 04 11 7.2 G
1972 04 12 6.93333 G
1972 04 13 8.9 G
1972 04 14 7.6 G
1972 04 15 7.13333 G
1972 04 16 5.83333 G
1972 04 17 7.36667 G
1972 04 18 5.53333 G
1972 04 19 4.8 G
1972 04 20 5.16667 G
1972 04 21 6.63333 G
1972 04 22 8.43333 G
1972 04 23 8.96667 G
1972 04 24 2.66667 G
1972 04 25 4.86667 G
1972 04 26 8.63333 G
1972 04 27 7.63333 G
1972 04 28 6.7 G
1972 04 29 6.36667 G
1972 04 30 11.6 G
1972 05 01 14.4 G
1972 05 02 12.7333 G
1972 05 03 15.6 G
1972 05 04 13.3667 G
1972 05 05 16 G
1972 05 06 10.6667 G
1972 05 07 11.9333 G
1972 05 08 13.1667 G
1972 05 09 10.2333 G
1972 05 10 9.5 G
1972 05 11 9.66667 G
1972 05 12 10.6333 G
1972 05 13 11.0333 G
1972 05 14 9.43333 G
1972 05 15 11.2 G
1972 05 16 9.86667 G
1972 05 17 6.2 G
1972 05 18 11.3667 G
1972 05 19 9.83333 G
1972 05 20 10.9667 G
1972 05 21 10.0667 G
1972 05 22 10.1 G
1972 05 23 16.8333 G
1972 05 24 15.5333 G
1972 05 25 12.5333 G
1972 05 26 10.8333 G
1972 05 27 10.1333 G
1972 05 28 11.9333 G
1972 05 29 11.9667 G
1972 05 30 11.7333 G
1972 05 31 10.4 G
1972 06 01 9.8 G
1972 06 02 12.2667 G
1972 06 03 13.2 G
1972 06 04 17.1667 G
1972 06 05 20.9333 G
1972 06 06 22.1333 G
1972 06 07 16.4667 G
1972 06 08 12.8667 G
1972 06 09 14.6667 G
1972 06 10 14.8667 G
1972 06 11 16.1333 G
1972 06 12 14.9333 G
1972 06 13 12.8667 G
1972 06 14 14.8 G
1972 06 15 15.1333 G
1972 06 16 15.4 G
1972 06 17 15.7333 G
1972 06 18 17.0333 G
1972 06 19 15.6333 G
1972 06 20 14.9333 G
1972 06 21 14.2333 G
1972 06 22 14 G
1972 06 23 13.1333 G
1972 06 24 14.5667 G
1972 06 25 17.2333 G
1972 06 26 19.4667 G
1972 06 27 20.6333 G
1972 06 28 20.0667 G
1972 06 29 18 G
1972 06 30 22.1 G
1972 07 01 18.4667 G
1972 07 02 16.6 G
1972 07 03 14.1667 G
1972 07 04 16.3667 G
1972 07 05 19.9 G
1972 07 06 21.4333 G
1972 07 07 17.1333 G
1972 07 08 15.9667 G
1972 07 09 16 G
1972 07 10 15.2 G
1972 07 11 16.0667 G
1972 07 12 16.8 G
1972 07 13 17.2667 G
1972 07 14 15.6 G
1972 07 15 19.1667 G
1972 07 16 19.8333 G
1972 07 17 23.0333 G
1972 07 18 24.2667 G
1972 07 19 23.8667 G
1972 07 20 22.8333 G
1972 07 21 23.3667 G
1972 07 22 20.9333 G
1972 07 23 21.7 G
1972 07 24 22.5333 G
1972 07 25 20.8 G
1972 07 26 18.4667 G
1972 07 27 17.8333 G
1972 07 28 17.9667 G
1972 07 29 18.7667 G
1972 07 30 21.3667 G
1972 07 31 17.2333 G
1972 08 01 19.9 G
1972 08 02 19.4667 G
1972 08 03 17.3667 G
1972 08 04 15.7667 G
1972 08 05 16.6667 G
1972 08 06 18.9667 G
1972 08 07 20.3667 G
1972 08 08 20.3333 G
1972 08 09 21.5333 G
1972 08 10 20.2667 G
1972 08 11 13.4667 G
1972 08 12 16.5333 G
1972 08 13 17.4667 G
1972 08 14 19.4333 G
1972 08 15 16.8333 G
1972 08 16 16.9 G
1972 08 17 15.8667 G
1972 08 18 13.8333 G
1972 08 19 15.3333 G
1972 08 20 16.1667 G
1972 08 21 17.0333 G
1972 08 22 16.7333 G
1972 08 23 15.3333 G
1972 08 24 14.7 G
1972 08 25 15.0667 G
1972 08 26 16.1667 G
1972 08 27 15.9667 G
1972 08 28 15.6333 G
1972 08 29 16.9667 G
1972 08 30 15.5667 G
1972 08 31 14.2 G
1972 09 01 12.4333 G
1972 09 02 12.9667 G
1972 09 03 13.5667 G
1972 09 04 14.9333 G
1972 09 05 14.5333 G
1972 09 06 13.7333 G
1972 09 07 16.1667 G
1972 09 08 15.7 G
1972 09 09 15.9667 G
1972 09 10 15.3333 G
1972 09 11 12.3333 G
1972 09 12 11.1333 G
1972 09 13 10.3667 G
1972 09 14 11 G
1972 09 15 10.1333 G
1972 09 16 9.6 G
1972 09 17 10.8667 G
1972 09 18 12.1 G
1972 09 19 11.1667 G
1972 09 20 11.3667 G
1972 09 21 12.9333 G
1972 09 22 10.5333 G
1972 09 23 11.2333 G
1972 09 24 9.16667 G
1972 09 25 9.2 G
1972 09 26 10.2667 G
1972 09 27 8.3 G
1972 09 28 6.53333 G
1972 09 29 6.5 G
1972 09 30 5.36667 G
1972 10 01 8.26667 G
1972 10 02 9.06667 G
1972 10 03 9.13333 G
1972 10 04 8.26667 G
1972 10 05 10.7667 G
1972 10 06 13.0333 G
1972 10 07 12.0333 G
1972 10 08 11.4 G
1972 10 09 10.7 G
1972 10 10 11.4333 G
1972 10 11 9.93333 G
1972 10 12 7.43333 G
1972 10 13 8.56667 G
1972 10 14 7.53333 G
1972 10 15 8.93333 G
1972 10 16 9.06667 G
1972 10 17 9.56667 G
1972 10 18 4.5 G
1972 10 19 6.63333 G
1972 10 20 3.8 G
1972 10 21 2.36667 G
1972 10 22 2.16667 G
1972 10 23 6.6 G
1972 10 24 7.6 G
1972 10 25 8.16667 G
1972 10 26 8.56667 G
1972 10 27 9.2 G
1972 10 28 9.63333 G
1972 10 29 9.2 G
1972 10 30 7.86667 G
1972 10 31 8.5 G
1972 11 01 9.06667 G
1972 11 02 9.36667 G
1972 11 03 9.7 G
1972 11 04 7.2 G
1972 11 05 7.33333 G
1972 11 06 8.46667 G
1972 11 07 11.0667 G
1972 11 08 8.06667 G
1972 11 09 8 G
1972 11 10 8.26667 G
1972 11 11 6.3 G
1972 11 12 6.1 G
1972 11 13 2.7 G
1972 11 14 4.53333 G
1972 11 15 3.56667 G
1972 11 16 3.83333 G
1972 11 17 3.83333 G
1972 11 18 0.4 G
1972 11 19 1.3 G
1972 11 20 1.8 G
1972 11 21 6.03333 G
1972 11 22 5.8 G
1972 11 23 4.2 G
1972 11 24 1.5 G
1972 11 25 2.76667 G
1972 11 26 3.1 G
1972 11 27 6.26667 G
1972 11 28 5.33333 G
1972 11 29 6.1 G
1972 11 30 4.96667 G
1972 12 01 6.13333 G
1972 12 02 6.7 G
1972 12 03 5.63333 G
1972 12 04 5.9 G
1972 12 05 5.66667 G
1972 12 06 8.36667 G
1972 12 07 7.2 G
1972 12 08 5.43333 G
1972 12 09 4.8 G
1972 12 10 5.36667 G
1972 12 11 4.16667 G
1972 12 12 4.7 G
1972 12 13 6.33333 G
1972 12 14 7.6 G
1972 12 15 8.63333 G
1972 12 16 3.1 G
1972 12 17 2.96667 G
1972 12 18 4.9 G
1972 12 19 3.56667 G
1972 12 20 2.4 G
1972 12 21 0.4 G
1972 12 22 -1.2 G
1972 12 23 -1.43333 G
1972 12 24 1.23333 G
1972 12 25 -0.233333 G
1972 12 26 1.4 G
1972 12 27 1.16667 G
1972 12 28 1.5 G
1972 12 29 1.23333 G
1972 12 30 -0.466667 G
1972 12 31 -1.8 G
1973 01 01 -2.03333 G
1973 01 02 -3.26667 G
1973 01 03 2.23333 G
1973 01 04 -0.4 G
1973 01 05 3.63333 G
1973 01 06 2.63333 G
1973 01 07 1.3 G
1973 01 08 0.833333 G
1973 01 09 -0.5 G
1973 01 10 0.133333 G
1973 01 11 -0.833333 G
1973 01 12 -1.36667 Y
1973 01 13 1.3 G
1973 01 14 0.933333 G
1973 01 15 0.466667 G
1973 01 16 -0.7 G
1973 01 17 0.733333 G
1973 01 18 0.766667 G
1973 01 19 -1.2 G
1973 01 20 -0.333333 Y
1973 01 21 1.36667 G
1973 01 22 1.1 G
1973 01 23 1.03333 G
1973 01 24 -0.233333 G
1973 01 25 0.6 G
1973 01 26 1.4 G
1973 01 27 2.66667 G
1973 01 28 1.36667 G
1973 01 29 3.16667 G
1973 01 30 1.83333 G
1973 01 31 2.03333 G
1973 02 01 0.933333 G
1973 02 02 0.933333 G
1973 02 03 4.66667 G
1973 02 04 5.26667 G
1973 02 05 3.43333 G
1973 02 06 4.2 G
1973 02 07 5.26667 G
1973 02 08 4.93333 G
1973 02 09 2.33333 G
1973 02 10 1.73333 G
1973 02 11 0.2 G
1973 02 12 2.03333 G
1973 02 13 1.63333 G
1973 02 14 1.8 G
1973 02 15 0.7 G
1973 02 16 1.63333 G
1973 02 17 0.933333 G
1973 02 18 1.16667 G
1973 02 19 2.2 G
1973 02 20 5.03333 G
1973 02 21 5.96667 Y
1973 02 22 3.4 G
1973 02 23 1.53333 G
1973 02 24 -0.8 G
1973 02 25 -3.2 G
1973 02 26 -3.46667 G
1973 02 27 -2.8 G
1973 02 28 1.8 G
1973 03 01 4.16667 G
1973 03 02 1.6 G
1973 03 03 2.86667 G
1973 03 04 4.26667 G
1973 03 05 5.36667 G
1973 03 06 0.5 G
1973 03 07 1.3 G
1973 03 08 2.16667 G
1973 03 09 1.86667 G
1973 03 10 2.76667 G
1973 03 11 2.96667 G
1973 03 12 1.7 G
1973 03 13 2.2 G
1973 03 14 5.2 G
1973 03 15 3.53333 G
1973 03 16 3.4 G
1973 03 17 5.96667 G
1973 03 18 5.7 G
1973 03 19 4.26667 G
1973 03 20 7.03333 G
1973 03 21 7.33333 G
1973 03 22 5.66667 G
1973 03 23 8.53333 G
1973 03 24 8.6 G
1973 03 25 11.4 G
1973 03 26 8.16667 G
1973 03 27 7.7 G
1973 03 28 5.4 G
1973 03 29 6.56667 G
1973 03 30 3.66667 G
1973 03 31 6.73333 G
1973 04 01 4.9 G
1973 04 02 3.8 G
1973 04 03 3.96667 G
1973 04 04 4.8 G
1973 04 05 5.83333 G
1973 04 06 4.5 G
1973 04 07 4.63333 G
1973 04 08 5.1 G
1973 04 09 4.33333 Y
1973 04 10 3.26667 G
1973 04 11 1.76667 G
1973 04 12 2.4 G
1973 04 13 4.93333 G
1973 04 14 5.53333 G
1973 04 15 6.96667 G
1973 04 16 5.7 G
1973 04 17 6.66667 G
1973 04 18 5.9 G
1973 04 19 4.03333 G
1973 04 20 4.66667 G
1973 04 21 3.63333 G
1973 04 22 9.26667 G
1973 04 23 7.63333 G
1973 04 24 6.23333 G
1973 04 25 6.13333 G
1973 04 26 6.1 G
1973 04 27 4.4 G
1973 04 28 7.2 G
1973 04 29 9.7 G
1973 04 30 7.8 G
1973 05 01 10.8667 G
1973 05 02 8.86667 G
1973 05 03 11.0667 G
1973 05 04 10.8333 G
1973 05 05 12.7 G
1973 05 06 10.6333 G
1973 05 07 14.3667 G
1973 05 08 10.2667 G
1973 05 09 9.8 G
1973 05 10 9.63333 G
1973 05 11 8.76667 G
1973 05 12 9.1 G
1973 05 13 10.4667 G
1973 05 14 9.1 G
1973 05 15 8.5 G
1973 05 16 10.5667 G
1973 05 17 10.9333 G
1973 05 18 10 G
1973 05 19 9.63333 G
1973 05 20 13.5333 G
1973 05 21 13.3 G
1973 05 22 13.8 G
1973 05 23 14.5667 G
1973 05 24 14.3333 G
1973 05 25 13.1 G
1973 05 26 12.7333 G
1973 05 27 15.4667 G
1973 05 28 17.3 G
1973 05 29 18.4 G
1973 05 30 18.1333 G
1973 05 31 16.2 G
1973 06 01 15.8667 G
1973 06 02 14 G
1973 06 03 14.4667 G
1973 06 04 15.5333 G
1973 06 05 13.7 G
1973 06 06 16.0667 G
1973 06 07 16.9 G
1973 06 08 20.2 G
1973 06 09 18.3 G
1973 06 10 13.7333 G
1973 06 11 12.9667 G
1973 06 12 16.1333 G
1973 06 13 18.5667 G
1973 06 14 12.9 G
1973 06 15 12.2 G
1973 06 16 14.9333 G
1973 06 17 16.3 G
1973 06 18 18.1 G
1973 06 19 16 G
1973 06 20 15.7333 G
1973 06 21 17.3667 G
1973 06 22 19.6333 G
1973 06 23 20.6667 G
1973 06 24 22.5667 G
1973 06 25 23.1333 G
1973 06 26 22.7667 G
1973 06 27 23.6 G
1973 06 28 23.5333 G
1973 06 29 20.0667 G
1973 06 30 19.8667 G
1973 07 01 21.2 G
1973 07 02 22.4667 G
1973 07 03 22.6333 G
1973 07 04 22.1667 G
1973 07 05 23.9667 G
1973 07 06 24.8667 G
1973 07 07 24.3333 G
1973 07 08 18.3 G
1973 07 09 16.7667 G
1973 07 10 16.7667 G
1973 07 11 18.7667 G
1973 07 12 19.4667 G
1973 07 13 18.6 G
1973 07 14 18.6 G
1973 07 15 19.8333 G
1973 07 16 18.8667 G
1973 07 17 18.2333 G
1973 07 18 17.9333 G
1973 07 19 16.6667 G
1973 07 20 16.7667 G
1973 07 21 14.7333 G
1973 07 22 17.1667 G
1973 07 23 15.6 G
1973 07 24 15.7667 G
1973 07 25 16.1667 G
1973 07 26 18 G
1973 07 27 17.9 G
1973 07 28 21.1333 G
1973 07 29 20.4667 G
1973 07 30 21.9667 G
1973 07 31 17.8 G
1973 08 01 18.8667 G
1973 08 02 20.2333 G
1973 08 03 21.6 G
1973 08 04 19.4 G
1973 08 05 15.3667 G
1973 08 06 22.3 G
1973 08 07 17.9667 G
1973 08 08 15.3333 G
1973 08 09 16.6667 G
1973 08 10 19.5333 G
1973 08 11 16.4333 G
1973 08 12 17.9667 G
1973 08 13 19.3333 G
1973 08 14 21.1667 G
1973 08 15 21.0333 G
1973 08 16 22.7 G
1973 08 17 21.6 G
1973 08 18 18.7667 G
1973 08 19 16.1 G
1973 08 20 15.0667 G
1973 08 21 13.8 G
1973 08 22 15.0333 G
1973 08 23 15.2333 G
1973 08 24 15.7 G
1973 08 25 15.2333 G
1973 08 26 15.2667 G
1973 08 27 16.3333 G
1973 08 28 17.6333 G
1973 08 29 16.4667 G
1973 08 30 16.2 G
1973 08 31 15.0333 G
1973 09 01 14.2333 G
1973 09 02 15.5333 G
1973 09 03 15.8333 G
1973 09 04 15.6 G
1973 09 05 19.0667 G
1973 09 06 15.8 Y
1973 09 07 17.2 G
1973 09 08 18.1333 G
1973 09 09 16.4333 G
1973 09 10 11.1667 G
1973 09 11 11.7333 G
1973 09 12 14.0667 G
1973 09 13 10.3 G
1973 09 14 13.3667 G
1973 09 15 13.4 G
1973 09 16 13.9 G
1973 09 17 12.9667 G
1973 09 18 11.8 G
1973 09 19 12.9667 G
1973 09 20 14.2667 G
1973 09 21 12.1 G
1973 09 22 12.4333 G
1973 09 23 12.5333 G
1973 09 24 12.7333 G
1973 09 25 9.16667 G
1973 09 26 5.56667 G
1973 09 27 7.46667 G
1973 09 28 10.7333 G
1973 09 29 11.6333 G
1973 09 30 9.96667 G
1973 10 01 9.73333 G
1973 10 02 12.5 G
1973 10 03 13.0333 G
1973 10 04 11.8 G
1973 10 05 12.8667 G
1973 10 06 13.3 G
1973 10 07 12.1667 G
1973 10 08 11.7667 G
1973 10 09 11.3 G
1973 10 10 8.96667 G
1973 10 11 2.6 G
1973 10 12 1.16667 G
1973 10 13 4.9 G
1973 10 14 5.3 G
1973 10 15 6.36667 G
1973 10 16 4.16667 G
1973 10 17 4.03333 G
1973 10 18 4.1 G
1973 10 19 3.06667 G
1973 10 20 3.03333 G
1973 10 21 3.23333 G
1973 10 22 1.4 G
1973 10 23 1.26667 G
1973 10 24 3 G
1973 10 25 9.2 G
1973 10 26 7.7 G
1973 10 27 9.2 G
1973 10 28 6.6 G
1973 10 29 7.86667 G
1973 10 30 8.06667 G
1973 10 31 2.23333 G
1973 11 01 3.4 G
1973 11 02 3.63333 G
1973 11 03 4.9 G
1973 11 04 6.06667 G
1973 11 05 8.16667 G
1973 11 06 5.26667 G
1973 11 07 6 G
1973 11 08 8.26667 G
1973 11 09 10.0333 G
1973 11 10 7.3 G
1973 11 11 5.63333 G
1973 11 12 4.2 G
1973 11 13 5.36667 G
1973 11 14 -1.03333 G
1973 11 15 1.16667 G
1973 11 16 3.16667 G
1973 11 17 1.86667 G
1973 11 18 2.13333 G
1973 11 19 4.66667 G
1973 11 20 2.83333 G
1973 11 21 2.16667 G
1973 11 22 6.13333 G
1973 11 23 6.6 G
1973 11 24 5.56667 G
1973 11 25 -0.933333 G
1973 11 26 -4.16667 G
1973 11 27 -2.66667 G
1973 11 28 -4.26667 G
1973 11 29 -4.8 G
1973 11 30 -9.53333 Y
1973 12 01 -9.7 G
1973 12 02 -7.76667 G
1973 12 03 2.43333 G
1973 12 04 3.4 G
1973 12 05 1.43333 G
1973 12 06 3.36667 G
1973 12 07 0.166667 G
1973 12 08 -1.96667 G
1973 12 09 -6.93333 G
1973 12 10 -0.0333333 G
1973 12 11 0.766667 G
1973 12 12 2.13333 G
1973 12 13 2.73333 G
1973 12 14 0.8 G
1973 12 15 -1.43333 G
1973 12 16 0.966667 G
1973 12 17 1.23333 G
1973 12 18 0.333333 G
